Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_3294_,1.1,5.153e-07,0.000e+00,3.340e-08,5.487e-07
_3295_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3296_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3297_,1.1,5.095e-07,0.000e+00,3.340e-08,5.429e-07
_3298_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3299_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3300_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3301_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3302_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3303_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3304_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3305_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3306_,1.1,2.830e-07,0.000e+00,1.739e-08,3.004e-07
_3307_,1.1,5.053e-07,0.000e+00,2.507e-08,5.304e-07
_3308_,1.1,9.489e-08,0.000e+00,1.435e-08,1.092e-07
_3309_,1.1,8.357e-07,0.000e+00,2.648e-08,8.622e-07
_3310_,1.1,8.357e-07,0.000e+00,2.648e-08,8.622e-07
_3311_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3312_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3313_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3314_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3315_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3316_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3317_,1.1,4.962e-07,0.000e+00,2.269e-08,5.189e-07
_3318_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3319_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3320_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3321_,1.1,8.357e-07,0.000e+00,2.648e-08,8.622e-07
_3322_,1.1,5.393e-07,0.000e+00,2.683e-08,5.661e-07
_3323_,1.1,5.815e-07,0.000e+00,3.825e-08,6.197e-07
_3324_,1.1,9.584e-07,0.000e+00,1.813e-08,9.765e-07
_3325_,1.1,8.357e-07,0.000e+00,2.648e-08,8.622e-07
_3326_,1.1,6.142e-07,0.000e+00,2.621e-08,6.404e-07
_3327_,1.1,6.137e-07,0.000e+00,2.621e-08,6.400e-07
_3328_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3329_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3330_,1.1,2.859e-07,0.000e+00,1.739e-08,3.033e-07
_3331_,1.1,2.830e-07,0.000e+00,1.739e-08,3.004e-07
_3332_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3333_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3334_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3335_,1.1,5.331e-07,0.000e+00,2.683e-08,5.599e-07
_3336_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3337_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3338_,1.1,5.393e-07,0.000e+00,2.683e-08,5.661e-07
_3339_,1.1,2.819e-07,0.000e+00,2.120e-08,3.031e-07
_3340_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3341_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3342_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3343_,1.1,2.819e-07,0.000e+00,2.120e-08,3.031e-07
_3344_,1.1,8.046e-07,0.000e+00,2.648e-08,8.310e-07
_3345_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3346_,1.1,3.598e-07,0.000e+00,3.637e-08,3.962e-07
_3347_,1.1,8.316e-07,0.000e+00,2.441e-08,8.560e-07
_3348_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3349_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3350_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3351_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3352_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3353_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3354_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3355_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3356_,1.1,2.830e-07,0.000e+00,1.739e-08,3.004e-07
_3357_,1.1,5.393e-07,0.000e+00,2.683e-08,5.661e-07
_3358_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3359_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3360_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3361_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3362_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3363_,1.1,2.856e-07,0.000e+00,2.120e-08,3.068e-07
_3364_,1.1,9.489e-08,0.000e+00,1.435e-08,1.092e-07
_3365_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3366_,1.1,8.046e-07,0.000e+00,2.648e-08,8.310e-07
_3367_,1.1,1.230e-06,0.000e+00,2.673e-08,1.257e-06
_3368_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3369_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3370_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3371_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3372_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3373_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3374_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3375_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3376_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3377_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3378_,1.1,5.611e-07,0.000e+00,1.810e-08,5.793e-07
_3379_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3380_,1.1,3.443e-07,0.000e+00,3.631e-08,3.806e-07
_3381_,1.1,1.219e-06,0.000e+00,2.702e-08,1.246e-06
_3382_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3383_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3384_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3385_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3386_,1.1,5.393e-07,0.000e+00,2.683e-08,5.661e-07
_3387_,1.1,2.856e-07,0.000e+00,2.120e-08,3.068e-07
_3388_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3389_,1.1,8.357e-07,0.000e+00,2.648e-08,8.622e-07
_3390_,1.1,8.357e-07,0.000e+00,2.648e-08,8.622e-07
_3391_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3392_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3393_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3394_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3395_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3396_,1.1,9.584e-07,0.000e+00,1.813e-08,9.765e-07
_3397_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3398_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3399_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3400_,1.1,6.137e-07,0.000e+00,2.621e-08,6.400e-07
_3401_,1.1,6.137e-07,0.000e+00,2.621e-08,6.400e-07
_3402_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3403_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3404_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3405_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3406_,1.1,5.095e-07,0.000e+00,3.340e-08,5.429e-07
_3407_,1.1,5.120e-07,0.000e+00,2.269e-08,5.347e-07
_3408_,1.1,2.857e-07,0.000e+00,1.739e-08,3.031e-07
_3409_,1.1,2.856e-07,0.000e+00,2.120e-08,3.068e-07
_3410_,1.1,2.882e-07,0.000e+00,2.120e-08,3.094e-07
_3411_,1.1,3.419e-07,0.000e+00,3.772e-08,3.796e-07
_3412_,1.1,4.851e-07,0.000e+00,2.507e-08,5.102e-07
_3413_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3414_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3415_,1.1,1.712e-06,0.000e+00,1.368e-07,1.849e-06
_3416_,1.1,3.460e-07,0.000e+00,3.631e-08,3.823e-07
_3417_,1.1,6.068e-07,0.000e+00,2.621e-08,6.330e-07
_3418_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3419_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3420_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3421_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3422_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3423_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3424_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3425_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3426_,1.1,2.830e-07,0.000e+00,1.739e-08,3.004e-07
_3427_,1.1,1.230e-06,0.000e+00,2.673e-08,1.257e-06
_3428_,1.1,4.851e-07,0.000e+00,2.507e-08,5.102e-07
_3429_,1.1,2.819e-07,0.000e+00,2.120e-08,3.031e-07
_3430_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3431_,1.1,5.815e-07,0.000e+00,3.825e-08,6.197e-07
_3432_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3433_,1.1,2.872e-07,0.000e+00,2.120e-08,3.084e-07
_3434_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3435_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3436_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3437_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3438_,1.1,2.856e-07,0.000e+00,2.120e-08,3.068e-07
_3439_,1.1,5.611e-07,0.000e+00,1.810e-08,5.793e-07
_3440_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3441_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3442_,1.1,5.679e-07,0.000e+00,1.810e-08,5.860e-07
_3443_,1.1,5.679e-07,0.000e+00,1.810e-08,5.860e-07
_3444_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3445_,1.1,5.611e-07,0.000e+00,1.810e-08,5.793e-07
_3446_,1.1,5.053e-07,0.000e+00,2.507e-08,5.304e-07
_3447_,1.1,5.210e-07,0.000e+00,2.864e-08,5.496e-07
_3448_,1.1,6.068e-07,0.000e+00,2.621e-08,6.330e-07
_3449_,1.1,2.856e-07,0.000e+00,2.120e-08,3.068e-07
_3450_,1.1,1.697e-06,0.000e+00,1.368e-07,1.834e-06
